"text", "translation"
"ここまで無敗オークスウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","So far, %h_pop3 is undefeated in the Oaks, but will she be the third most popular?"
"ここまで無敗オークスウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","Undefeated so far, she's the 3rd most popular Oaks girl. %h_pop3 is definitely the best!"
"ここまで無敗オークスウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated so far in the Oaks, Oma Musume %h_pop3, currently the third most popular and definitely the most talented!"
"ここまで無敗オークスウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","She's undefeated so far, and %h_pop3 is the 3rd most popular Oaks girl. The hottest horse girl in town!"
"注目のここまで無敗オークスウマ娘\n%h_player\n%p_waku_banでの出走","Featured Undefeated so far in the Oaks Uma Musume %h_player %p_waku_ban"
"現在、1番人気は桜花賞ウマ娘\n%h_pop1","Currently, the most popular is Sakura-sho Uma Musume %h_pop1"
"このレース、最も人気を集めているのは\n桜花賞ウマ娘\n%h_pop1、1番人気です","In this race, the most popular horse girl %h_pop1 is the winner of the Cherry Blossom Award, and the most popular!"
"さあ、1番人気の紹介です\n桜花賞ウマ娘\n%h_pop1","Now, let's introduce the most popular one! Sakuraba-shou Horse Girl %h_pop1"
"1番人気はもちろんこの娘\n桜花賞ウマ娘\n%h_pop1","The most popular girl is, of course, this girl, Sakurahana-sho Uma Musume %h_pop1"
"続く2番人気は桜花賞ウマ娘\n%h_pop2","The next most popular is Sakura-sho Uma Musume %h_pop2"
"2番人気を紹介しましょう\n桜花賞ウマ娘\n%h_pop2","Let's take a look at the second most popular horse, Sakura-sho Uma Musume %h_pop2"
"実力は負けていません\n2番人気、桜花賞ウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular horse girl in the Sakuranosho, %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、桜花賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, Sakura-sho Uma Musume %h_pop2"
"3番人気には桜花賞ウマ娘\n%h_pop3","Cherry Blossom Award for the third most popular horse girl %h_pop3"
"3番人気はこの娘です、\n桜花賞ウマ娘\n%h_pop3","The third most popular girl is this one, Sakura-sho Horse Girl %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は桜花賞ウマ娘\n%h_pop3","I've been watching the market for a while now, and I've got my eye on the top spot. The third most popular horse in the race is the Sakurahana-sho Uma Musume %h_pop3"
"人気と実力を兼ね備えた\n桜花賞ウマ娘\n%h_pop3\n今日は3番人気です","The most popular and most talented horse girl %h_pop3 in the Cherry Blossom Awards, and the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n桜花賞ウマ娘\n%h_pop1、1番人気です","Now, the star of today's show is none other than this horsegirl, the Cherry Blossom Award winning horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n桜花賞ウマ娘\n%h_pop1、1番人気です","Waiting for the start with dignity is this horse girl, Sakura-sho Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n桜花賞ウマ娘\n%h_pop1、1番人気です","%h_pop1 is the most popular girl in the Sakura-sho, carrying the expectations of all the fans in the stands."
"対抗するのは桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Pay attention to this competition! Ouka Sho winner %h_pop2 is 2nd favourite."
"2番人気は桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is the winner of the Cherry Blossom Award, and %h_pop2 is as good as the first."
"さあ、2番人気はこの娘\n桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second most popular girl is this one, and %h_pop2 is good enough to win the Sakuranosho."
"対抗するのは桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Her opponent is the winner of the Cherry Blossom Award, and %h_pop2 is as good as the favorite."
"2番人気は桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is the winner of the Cherry Blossom Award, Uma Musume %h_pop2, and she has a good shot at winning."
"さあ、2番人気はこの娘\n桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who's the second favorite for the cherry blossom prize, Uma Musume %h_pop2."
"対抗するのは桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","I'll be competing against you for the cherry blossom prize, Uma Musume %h_pop2, and you'll be well on your way to victory."
"2番人気は桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is the winner of the Cherry Blossom Award, Uma Musume %h_pop2."
"さあ、2番人気はこの娘\n桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular is %h_pop2, and she's as good as the first."
"桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Sakuraba-sho Uma Musume %h_pop3 is currently the third most popular horse girl in the world!"
"桜花賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","%h_pop3's the 3rd most popular horse girl in the Sakuraba-sho. Can a domination happen?"
"桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Sakurahana-shoUmamusume %h_pop3 Currently, can the third favorite win the race?"
"桜花賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular horse girl in the Sakuraba-sho. %h_pop3 is definitely the best!"
"桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Sakurahana-shoUmamusume %h_pop3currently the third most popular and definitely the most talented!"
"桜花賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","3rd in the favorites, Ouka Sho winner %h_pop3. Everyone's keeping an eye on her!"
"注目の桜花賞ウマ娘\n%h_player\n%p_waku_banでの出走","Noteworthy Cherry Blossom Award run by Uma Musume %h_player %p_waku_ban"
"現在、1番人気はここまで無敗桜花賞ウマ娘\n%h_pop1","The current favorite is undefeated so far in the Sakuranosho Uma Musume %h_pop1"
"このレース、最も人気を集めているのは\nここまで無敗桜花賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated Sakura-sho Uma Musume %h_pop1, the favorite so far!"
"さあ、1番人気の紹介です\nここまで無敗桜花賞ウマ娘\n%h_pop1","Let's take a look at the most popular one. Undefeated so far in the Sakuranosho, Uma Musume %h_pop1"
"1番人気はもちろんこの娘\nここまで無敗桜花賞ウマ娘\n%h_pop1","The favorite is, of course, this girl, who is so far undefeated in the Cherry Blossom Awards. %h_pop1"
"続く2番人気はここまで無敗桜花賞ウマ娘\n%h_pop2","The second most popular horse is the undefeated horse girl %h_pop2"
"2番人気を紹介しましょう\nここまで無敗桜花賞ウマ娘\n%h_pop2","Let's take a look at the second favorite, so far undefeated in the Cherry Blossom Awards, Uma Musume %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗桜花賞ウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular horse, undefeated so far in the Sakuranosho, the horse girl %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗桜花賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, who is undefeated so far in the Sakuranosho Uma Musume %h_pop2"
"3番人気にはここまで無敗桜花賞ウマ娘\n%h_pop3","The third favorite is the undefeated horse girl %h_pop3 so far."
"3番人気はこの娘です、\nここまで無敗桜花賞ウマ娘\n%h_pop3","The third favorite is %h_pop, undefeated so far in the Cherry Blossom Awards."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗桜花賞ウマ娘\n%h_pop3","I've been watching him with an eagle eye for the top spot. The third most popular horse is the undefeated winner of the Cherry Blossom Award, Uma Musume %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗桜花賞ウマ娘\n%h_pop3\n今日は3番人気です","The undefeated cherry blossom winner so far, who is both popular and talented, is the third most popular horse girl %h_pop3 today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗桜花賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated Cherry Blossom Prize winning horsegirl %h_pop1, the number one favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗桜花賞ウマ娘\n%h_pop1、1番人気です","Waiting for the start with dignity is this horse girl, undefeated so far in the Sakuraba Prize, the most popular horse girl %h_pop1."
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗桜花賞ウマ娘\n%h_pop1、1番人気です","She's undefeated so far, carrying the expectations of all the fans in the stands, and %h_pop1 is the most popular horse girl in the world!"
"対抗するのはここまで無敗桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Her opponent is the undefeated Uma Musume %h_pop2, and she's looking for a head-to-head matchup."
"2番人気はここまで無敗桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Just narrowly 2nd favorite, undefeated Ouka Sho winner %h_pop2. This could be very tight!"
"さあ、2番人気はこの娘\nここまで無敗桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, undefeated so far in the Cherry Blossom Awards, and she has a good shot at winning."
"対抗するのはここまで無敗桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Her opponents are the undefeated Uma Musume %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is undefeated so far in the Sakuranosho, and %h_pop2 is got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is %h_pop2, undefeated so far in the Cherry Blossom Awards, and she's going to go head-to-head with you."
"対抗するのはここまで無敗桜花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","My opponent is the undefeated Sakuranosho, and %h_pop2 has a good shot at victory."
"2番人気はここまで無敗桜花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is undefeated so far in the Sakuranosho Uma Musume %h_pop2 head-to-head matchup."
"さあ、2番人気はこの娘\nここまで無敗桜花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, undefeated so far in the Cherry Blossom Awards, and %h_pop2 is as good as the first favorite."
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","So far, she's undefeated in the Cherry Blossom Awards, and %h_pop3 is the third most popular horse girl in the world!"
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated horse girl in the Sakuranosho. Can she win the race?"
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","So far, %h_pop3 is undefeated in the Cherry Blossom Awards."
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","Undefeated so far, she's the 3rd favorite to win the Cherry Blossom Award. %h_pop3 is definitely the best!"
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated so far in the Cherry Blossom Awards, Uma Musume %h_pop3 is currently the third most popular and definitely the most talented!"
"ここまで無敗桜花賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Undefeated so far, %h_pop3 is the 3rd most popular horse girl in the world. The hottest horse girl in town!"
"注目のここまで無敗桜花賞ウマ娘\n%h_player\n%p_waku_banでの出走","Noted undefeated so far in the Sakuranosho Uma Musume %h_player %p_waku_ban"
